"Labor force data by county, not seasonally adjusted, February 2020-March 2021(p)",,,,,,,,
--------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,
                 ,  FIPS Codes  ,                                          ,           ,  Civilian  ,            ,     Unemployed,,
 CN7207700000000 ,72,77," Juncos Municipio, PR                     ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7207900000000 ,72,79," Lajas Municipio, PR                      ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7208100000000 ,72,81," Lares Municipio, PR                      ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7208300000000 ,72,83," Las Marias Municipio, PR                 ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7208500000000 ,72,85," Las Piedras Municipio, PR                ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7208700000000 ,72,87," Loiza Municipio, PR                      ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7208900000000 ,72,89," Luquillo Municipio, PR                   ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7209100000000 ,72,91," Manati Municipio, PR                     ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7209300000000 ,72,93," Maricao Municipio, PR                    ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7209500000000 ,72,95," Maunabo Municipio, PR                    ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7209700000000 ,72,97," Mayaguez Municipio, PR                   ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7209900000000 ,72,99," Moca Municipio, PR                       ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7210100000000 ,72,101," Morovis Municipio, PR                    ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7210300000000 ,72,103," Naguabo Municipio, PR                    ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7210500000000 ,72,105," Naranjito Municipio, PR                  ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7210700000000 ,72,107," Orocovis Municipio, PR                   ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7210900000000 ,72,109," Patillas Municipio, PR                   ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7211100000000 ,72,111," Penuelas Municipio, PR                   ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7211300000000 ,72,113," Ponce Municipio, PR                      ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7211500000000 ,72,115," Quebradillas Municipio, PR               ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7211700000000 ,72,117," Rincon Municipio, PR                     ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7211900000000 ,72,119," Rio Grande Municipio, PR                 ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7212100000000 ,72,121," Sabana Grande Municipio, PR              ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7212300000000 ,72,123," Salinas Municipio, PR                    ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7212500000000 ,72,125," San German Municipio, PR                 ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7212700000000 ,72,127," San Juan Municipio, PR                   ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7212900000000 ,72,129," San Lorenzo Municipio, PR                ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7213100000000 ,72,131," San Sebastian Municipio, PR              ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7213300000000 ,72,133," Santa Isabel Municipio, PR               ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7213500000000 ,72,135," Toa Alta Municipio, PR                   ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7213700000000 ,72,137," Toa Baja Municipio, PR                   ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7213900000000 ,72,139," Trujillo Alto Municipio, PR              ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7214100000000 ,72,141," Utuado Municipio, PR                     ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7214300000000 ,72,143," Vega Alta Municipio, PR                  ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7214500000000 ,72,145," Vega Baja Municipio, PR                  ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7214700000000 ,72,147," Vieques Municipio, PR                    ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7214900000000 ,72,149," Villalba Municipio, PR                   ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7215100000000 ,72,151," Yabucoa Municipio, PR                    ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN7215300000000 ,72,153," Yauco Municipio, PR                      ",   Mar-20  ,       -    ,       -    ,     -    ,    -   
 CN0100100000000 ,1,1," Autauga County, AL                       ",   Apr-20  ,"25,040","22,310","2,730",10.9
 CN0100300000000 ,1,3," Baldwin County, AL                       ",   Apr-20  ,"94,023","80,391","13,632",14.5
 CN0100500000000 ,1,5," Barbour County, AL                       ",   Apr-20  ,"8,308","7,536",772,9.3
 CN0100700000000 ,1,7," Bibb County, AL                          ",   Apr-20  ,"8,854","7,341","1,513",17.1
 CN0100900000000 ,1,9," Blount County, AL                        ",   Apr-20  ,"23,587","21,448","2,139",9.1
 CN0101100000000 ,1,11," Bullock County, AL                       ",   Apr-20  ,"4,522","4,150",372,8.2
 CN0101300000000 ,1,13," Butler County, AL                        ",   Apr-20  ,"8,948","7,156","1,792",20
 CN0101500000000 ,1,15," Calhoun County, AL                       ",   Apr-20  ,"46,591","38,338","8,253",17.7
 CN0101700000000 ,1,17," Chambers County, AL                      ",   Apr-20  ,"15,517","13,079","2,438",15.7
 CN0101900000000 ,1,19," Cherokee County, AL                      ",   Apr-20  ,"10,871","9,516","1,355",12.5
 CN0102100000000 ,1,21," Chilton County, AL                       ",   Apr-20  ,"19,115","16,893","2,222",11.6
 CN0102300000000 ,1,23," Choctaw County, AL                       ",   Apr-20  ,"4,551","4,049",502,11
 CN0102500000000 ,1,25," Clarke County, AL                        ",   Apr-20  ,"7,732","6,678","1,054",13.6
 CN0102700000000 ,1,27," Clay County, AL                          ",   Apr-20  ,"5,953","5,449",504,8.5
 CN0102900000000 ,1,29," Cleburne County, AL                      ",   Apr-20  ,"5,673","5,009",664,11.7
 CN0103100000000 ,1,31," Coffee County, AL                        ",   Apr-20  ,"20,741","18,934","1,807",8.7
 CN0103300000000 ,1,33," Colbert County, AL                       ",   Apr-20  ,"23,422","19,717","3,705",15.8
 CN0103500000000 ,1,35," Conecuh County, AL                       ",   Apr-20  ,"4,410","3,787",623,14.1
 CN0103700000000 ,1,37," Coosa County, AL                         ",   Apr-20  ,"4,252","3,707",545,12.8
 CN0103900000000 ,1,39," Covington County, AL                     ",   Apr-20  ,"14,565","13,107","1,458",10
 CN0104100000000 ,1,41," Crenshaw County, AL                      ",   Apr-20  ,"5,791","4,841",950,16.4
 CN0104300000000 ,1,43," Cullman County, AL                       ",   Apr-20  ,"36,942","32,740","4,202",11.4
 CN0104500000000 ,1,45," Dale County, AL                          ",   Apr-20  ,"20,105","18,357","1,748",8.7
 CN0104700000000 ,1,47," Dallas County, AL                        ",   Apr-20  ,"14,774","11,724","3,050",20.6
 CN0104900000000 ,1,49," DeKalb County, AL                        ",   Apr-20  ,"30,210","26,882","3,328",11
 CN0105100000000 ,1,51," Elmore County, AL                        ",   Apr-20  ,"35,468","31,663","3,805",10.7
 CN0105300000000 ,1,53," Escambia County, AL                      ",   Apr-20  ,"14,171","12,656","1,515",10.7
 CN0105500000000 ,1,55," Etowah County, AL                        ",   Apr-20  ,"40,856","33,031","7,825",19.2
 CN0105700000000 ,1,57," Fayette County, AL                       ",   Apr-20  ,"6,449","5,787",662,10.3
 CN0105900000000 ,1,59," Franklin County, AL                      ",   Apr-20  ,"14,311","12,796","1,515",10.6
 CN0106100000000 ,1,61," Geneva County, AL                        ",   Apr-20  ,"10,171","9,401",770,7.6
 CN0106300000000 ,1,63," Greene County, AL                        ",   Apr-20  ,"3,100","2,450",650,21
 CN0106500000000 ,1,65," Hale County, AL                          ",   Apr-20  ,"5,967","4,708","1,259",21.1
 CN0106700000000 ,1,67," Henry County, AL                         ",   Apr-20  ,"6,460","5,898",562,8.7
 CN0106900000000 ,1,69," Houston County, AL                       ",   Apr-20  ,"44,714","40,132","4,582",10.2
 CN0107100000000 ,1,71," Jackson County, AL                       ",   Apr-20  ,"22,352","19,496","2,856",12.8
 CN0107300000000 ,1,73," Jefferson County, AL                     ",   Apr-20  ,"307,556","270,052","37,504",12.2
 CN0107500000000 ,1,75," Lamar County, AL                         ",   Apr-20  ,"5,631","5,010",621,11
 CN0107700000000 ,1,77," Lauderdale County, AL                    ",   Apr-20  ,"41,213","35,452","5,761",14
 CN0107900000000 ,1,79," Lawrence County, AL                      ",   Apr-20  ,"14,036","12,549","1,487",10.6
 CN0108100000000 ,1,81," Lee County, AL                           ",   Apr-20  ,"71,495","62,669","8,826",12.3
 CN0108300000000 ,1,83," Limestone County, AL                     ",   Apr-20  ,"43,443","38,791","4,652",10.7
 CN0108500000000 ,1,85," Lowndes County, AL                       ",   Apr-20  ,"3,856","2,874",982,25.5
 CN0108700000000 ,1,87," Macon County, AL                         ",   Apr-20  ,"8,117","6,643","1,474",18.2
 CN0108900000000 ,1,89," Madison County, AL                       ",   Apr-20  ,"180,149","162,403","17,746",9.9
 CN0109100000000 ,1,91," Marengo County, AL                       ",   Apr-20  ,"7,657","6,829",828,10.8
 CN0109300000000 ,1,93," Marion County, AL                        ",   Apr-20  ,"12,583","11,268","1,315",10.5
 CN0109500000000 ,1,95," Marshall County, AL                      ",   Apr-20  ,"42,831","38,378","4,453",10.4
 CN0109700000000 ,1,97," Mobile County, AL                        ",   Apr-20  ,"188,676","161,867","26,809",14.2
 CN0109900000000 ,1,99," Monroe County, AL                        ",   Apr-20  ,"7,446","6,339","1,107",14.9
 CN0110100000000 ,1,101," Montgomery County, AL                    ",   Apr-20  ,"105,077","89,855","15,222",14.5
 CN0110300000000 ,1,103," Morgan County, AL                        ",   Apr-20  ,"57,723","51,890","5,833",10.1
 CN0110500000000 ,1,105," Perry County, AL                         ",   Apr-20  ,"3,557","2,862",695,19.5
 CN0110700000000 ,1,107," Pickens County, AL                       ",   Apr-20  ,"7,193","6,152","1,041",14.5
 CN0110900000000 ,1,109," Pike County, AL                          ",   Apr-20  ,"15,020","13,753","1,267",8.4
 CN0111100000000 ,1,111," Randolph County, AL                      ",   Apr-20  ,"9,306","8,184","1,122",12.1
 CN0111300000000 ,1,113," Russell County, AL                       ",   Apr-20  ,"22,816","20,441","2,375",10.4
 CN0111500000000 ,1,115," St. Clair County, AL                     ",   Apr-20  ,"39,704","34,717","4,987",12.6
 CN0111700000000 ,1,117," Shelby County, AL                        ",   Apr-20  ,"109,539","99,903","9,636",8.8
 CN0111900000000 ,1,119," Sumter County, AL                        ",   Apr-20  ,"4,684","4,099",585,12.5
 CN0112100000000 ,1,121," Talladega County, AL                     ",   Apr-20  ,"37,509","30,397","7,112",19
 CN0112300000000 ,1,123," Tallapoosa County, AL                    ",   Apr-20  ,"17,150","14,199","2,951",17.2
 CN0112500000000 ,1,125," Tuscaloosa County, AL                    ",   Apr-20  ,"99,231","82,345","16,886",17
 CN0112700000000 ,1,127," Walker County, AL                        ",   Apr-20  ,"24,326","21,295","3,031",12.5
 CN0112900000000 ,1,129," Washington County, AL                    ",   Apr-20  ,"6,643","5,867",776,11.7
 CN0113100000000 ,1,131," Wilcox County, AL                        ",   Apr-20  ,"2,968","2,340",628,21.2
 CN0113300000000 ,1,133," Winston County, AL                       ",   Apr-20  ,"9,843","8,876",967,9.8
 CN0201300000000 ,2,13," Aleutians East Borough, AK               ",   Apr-20  ,"2,609","2,405",204,7.8
 CN0201600000000 ,2,16," Aleutians West Census Area, AK           ",   Apr-20  ,"4,188","4,031",157,3.7
 CN0202000000000 ,2,20," Anchorage Borough/municipality, AK       ",   Apr-20  ,"146,093","127,936","18,157",12.4
 CN0205000000000 ,2,50," Bethel Census Area, AK                   ",   Apr-20  ,"6,782","5,964",818,12.1
 CN0206000000000 ,2,60," Bristol Bay Borough, AK                  ",   Apr-20  ,300,260,40,13.3
 CN0206800000000 ,2,68," Denali Borough, AK                       ",   Apr-20  ,623,464,159,25.5
 CN0207000000000 ,2,70," Dillingham Census Area, AK               ",   Apr-20  ,"1,663","1,500",163,9.8
 CN0209000000000 ,2,90," Fairbanks North Star Borough, AK         ",   Apr-20  ,"43,589","39,225","4,364",10
 CN0210000000000 ,2,100," Haines Borough, AK                       ",   Apr-20  ,"1,025",762,263,25.7
 CN0210500000000 ,2,105," Hoonah-Angoon Census Area, AK            ",   Apr-20  ,988,821,167,16.9
 CN0211000000000 ,2,110," Juneau Borough/city, AK                  ",   Apr-20  ,"16,064","14,443","1,621",10.1
 CN0212200000000 ,2,122," Kenai Peninsula Borough, AK              ",   Apr-20  ,"25,549","21,719","3,830",15
 CN0213000000000 ,2,130," Ketchikan Gateway Borough, AK            ",   Apr-20  ,"6,407","5,403","1,004",15.7
 CN0215000000000 ,2,150," Kodiak Island Borough, AK                ",   Apr-20  ,"5,899","5,375",524,8.9
 CN0215800000000 ,2,158," Kusilvak Census Area, AK                 ",   Apr-20  ,"2,071","1,580",491,23.7
 CN0216400000000 ,2,164," Lake and Peninsula Borough, AK           ",   Apr-20  ,614,529,85,13.8
 CN0217000000000 ,2,170," Matanuska-Susitna Borough, AK            ",   Apr-20  ,"47,390","40,805","6,585",13.9
 CN0218000000000 ,2,180," Nome Census Area, AK                     ",   Apr-20  ,"3,763","3,289",474,12.6
 CN0218500000000 ,2,185," North Slope Borough, AK                  ",   Apr-20  ,"3,515","3,346",169,4.8
 CN0218800000000 ,2,188," Northwest Arctic Borough, AK             ",   Apr-20  ,"2,878","2,498",380,13.2
 CN0219500000000 ,2,195," Petersburg Borough, AK                   ",   Apr-20  ,"1,410","1,225",185,13.1
 CN0219800000000 ,2,198," Prince of Wales-Hyder Census Area, AK    ",   Apr-20  ,"2,760","2,421",339,12.3
 CN0222000000000 ,2,220," Sitka Borough/city, AK                   ",   Apr-20  ,"3,905","3,429",476,12.2
 CN0223000000000 ,2,230," Skagway Municipality, AK                 ",   Apr-20  ,615,414,201,32.7
 CN0224000000000 ,2,240," Southeast Fairbanks Census Area, AK      ",   Apr-20  ,"2,893","2,638",255,8.8
 CN0226100000000 ,2,261," Valdez-Cordova Census Area, AK           ",   Apr-20  ,"4,170","3,598",572,13.7
 CN0227500000000 ,2,275," Wrangell Borough/city, AK                ",   Apr-20  ,"1,003",874,129,12.9
 CN0228200000000 ,2,282," Yakutat Borough/city, AK                 ",   Apr-20  ,257,232,25,9.7
 CN0229000000000 ,2,290," Yukon-Koyukuk Census Area, AK            ",   Apr-20  ,"2,199","1,863",336,15.3
 CN0400100000000 ,4,1," Apache County, AZ                        ",   Apr-20  ,"20,336","16,952","3,384",16.6
 CN0400300000000 ,4,3," Cochise County, AZ                       ",   Apr-20  ,"50,687","44,722","5,965",11.8
 CN0400500000000 ,4,5," Coconino County, AZ                      ",   Apr-20  ,"73,402","60,028","13,374",18.2
